device location,device type,accuracy value,first seen date,most recent date accessed,temperature,highest value,highest date,lowest value,lowest date
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:25,20.4375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:25,20.625,43.5,2023/01/16-18:10:52,20.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:29:26,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:27,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:29,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:30,20.4375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:31,20.5625,43.5,2023/01/16-18:10:52,20.5625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:29:31,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:32,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:34,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:35,20.375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:36,20.5625,43.5,2023/01/16-18:10:52,20.5625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:29:36,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:37,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:39,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:40,20.375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:41,20.5625,43.5,2023/01/16-18:10:52,20.5625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:29:41,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:42,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:44,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:45,20.375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:46,20.5,43.5,2023/01/16-18:10:52,20.5,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:29:46,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:47,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:49,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:50,20.375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:51,20.5,43.5,2023/01/16-18:10:52,20.5,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:29:51,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:52,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:54,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:55,20.3125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:29:56,20.5,43.5,2023/01/16-18:10:52,20.5,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:29:56,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:57,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:29:59,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:00,20.3125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:01,20.5,43.5,2023/01/16-18:10:52,20.5,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:30:01,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:02,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:04,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:05,20.3125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:06,20.4375,43.5,2023/01/16-18:10:52,20.4375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:30:07,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:07,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:09,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:10,20.25,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:11,20.4375,43.5,2023/01/16-18:10:52,20.4375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:30:12,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:12,18.4375,46.1875,2023/01/16-18:10:52,18.4375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:14,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:15,20.25,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:16,20.4375,43.5,2023/01/16-18:10:52,20.4375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:30:17,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:17,18.375,46.1875,2023/01/16-18:10:52,18.375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:19,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:20,20.25,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:21,20.4375,43.5,2023/01/16-18:10:52,20.4375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:30:22,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:22,18.375,46.1875,2023/01/16-18:10:52,18.375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:24,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:25,20.25,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:26,20.375,43.5,2023/01/16-18:10:52,20.375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:30:27,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:27,18.375,46.1875,2023/01/16-18:10:52,18.375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:29,18.0625,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:30,20.25,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:31,20.375,43.5,2023/01/16-18:10:52,20.375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:30:32,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:32,18.375,46.1875,2023/01/16-18:10:52,18.375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:34,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:35,20.1875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:36,20.375,43.5,2023/01/16-18:10:52,20.375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:30:37,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:37,18.375,46.1875,2023/01/16-18:10:52,18.375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:39,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:40,20.1875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:41,20.375,43.5,2023/01/16-18:10:52,20.375,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:30:42,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:42,18.375,46.1875,2023/01/16-18:10:52,18.375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:44,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:45,20.1875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:46,20.3125,43.5,2023/01/16-18:10:52,20.3125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:30:47,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:47,18.375,46.1875,2023/01/16-18:10:52,18.375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:49,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:50,20.1875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:51,20.3125,43.5,2023/01/16-18:10:52,20.3125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:30:52,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:53,18.375,46.1875,2023/01/16-18:10:52,18.375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:54,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:55,20.1875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:30:56,20.3125,43.5,2023/01/16-18:10:52,20.3125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:30:57,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:58,18.375,46.1875,2023/01/16-18:10:52,18.375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:30:59,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:00,20.125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:01,20.3125,43.5,2023/01/16-18:10:52,20.3125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:31:02,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:03,18.375,46.1875,2023/01/16-18:10:52,18.375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:04,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:05,20.125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:06,20.25,43.5,2023/01/16-18:10:52,20.25,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:31:07,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:08,18.375,46.1875,2023/01/16-18:10:52,18.375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:09,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:10,20.125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:11,20.25,43.5,2023/01/16-18:10:52,20.25,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:31:12,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:13,18.375,46.1875,2023/01/16-18:10:52,18.375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:14,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:15,20.125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:16,20.25,43.5,2023/01/16-18:10:52,20.25,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:31:17,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:18,18.375,46.1875,2023/01/16-18:10:52,18.375,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:19,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:20,20.125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:21,20.25,43.5,2023/01/16-18:10:52,20.25,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:31:22,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:23,18.3125,46.1875,2023/01/16-18:10:52,18.3125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:24,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:25,20.0625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:26,20.1875,43.5,2023/01/16-18:10:52,20.1875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:31:27,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:28,18.3125,46.1875,2023/01/16-18:10:52,18.3125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:30,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:30,20.0625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:31,20.1875,43.5,2023/01/16-18:10:52,20.1875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:31:32,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:33,18.3125,46.1875,2023/01/16-18:10:52,18.3125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:35,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:35,20.0625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:36,20.1875,43.5,2023/01/16-18:10:52,20.1875,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:31:37,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:38,18.3125,46.1875,2023/01/16-18:10:52,18.3125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:40,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:40,20.0625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:41,20.125,43.5,2023/01/16-18:10:52,20.125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:31:42,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:43,18.3125,46.1875,2023/01/16-18:10:52,18.3125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:45,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:45,20.0,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:46,20.125,43.5,2023/01/16-18:10:52,20.125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:31:47,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:48,18.3125,46.1875,2023/01/16-18:10:52,18.3125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:50,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:51,20.0,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:51,20.125,43.5,2023/01/16-18:10:52,20.125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:31:52,18.0625,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:53,18.3125,46.1875,2023/01/16-18:10:52,18.3125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:55,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:56,20.0,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:31:56,20.125,43.5,2023/01/16-18:10:52,20.125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:31:57,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:31:58,18.3125,46.1875,2023/01/16-18:10:52,18.3125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:00,18.0,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:01,19.9375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:01,20.125,43.5,2023/01/16-18:10:52,20.125,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:32:02,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:03,18.3125,46.1875,2023/01/16-18:10:52,18.3125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:05,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:06,20.0,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:06,20.0625,43.5,2023/01/16-18:10:52,20.0625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:32:07,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:08,18.3125,46.1875,2023/01/16-18:10:52,18.3125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:10,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:11,19.9375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:11,20.0625,43.5,2023/01/16-18:10:52,20.0625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:32:12,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:13,18.3125,46.1875,2023/01/16-18:10:52,18.3125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:15,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:16,19.9375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:32:16,20.0625,43.5,2023/01/16-18:10:52,20.0625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:32:17,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:18,18.25,46.1875,2023/01/16-18:10:52,18.25,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:32:20,17.9375,20.125,2023/01/16-18:10:52,17.875,2023/01/16-18:10:52
